,FL1.Amean,FL1.Amedian,FL1.Asd,Position,atime,btime,conc,events,file,strain,time,treatment,strain_name
71,2600.291009,2464.0,1278.62105,F12,38.253,1127.943667,31.59888357,1268,F12,6327,51.14616667,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
0,19610.59863,19421.5,4588.182312,A01,8.392999999999999,1041.454,488.47926270000005,2332,A01,6059,0.0,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
1,2000.691614,1934.0,799.1747278,B01,10.202,1048.3385,440.227704,2552,B01,6325,6.8845,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
2,15179.83166,14777.5,5206.6412310000005,C01,14.321,1056.1995,313.8633059,2590,C01,6326,14.7455,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
3,2798.998414,2572.5,1494.2184,D01,21.388,1064.969167,205.961617,2522,D01,6327,23.51516667,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
4,20416.40056,20296.0,4799.620592,A11,10.482999999999999,1047.145333,416.15010889999996,2484,A11,6059,5.691333332999999,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
5,2078.194266,1985.0,1270.320158,B11,16.660999999999998,1054.825,282.3516881,2651,B11,6325,13.370999999999999,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
6,15541.90476,15277.0,5298.567483,C11,22.121,1063.458167,211.9357915,2667,C11,6326,22.00416667,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
7,2771.799688,2571.0,1349.638733,D11,40.938,1073.603167,109.6506251,2561,D11,6327,32.14916667,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
8,20897.45455,20787.0,5048.506711,A12,9.922,1047.7269999999999,426.72413789999996,2376,A12,6059,6.273,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
9,2071.048869,2007.0,899.4668017000001,B12,14.102,1055.51,308.8051883,2476,B12,6325,14.056,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
10,15655.920909999999,15271.0,5344.952901,C12,17.753,1064.231167,243.4739454,2453,C12,6326,22.77716667,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
11,2821.6648579999996,2637.0,1434.608913,D12,31.03,1074.6989999999998,124.3811881,2211,D12,6327,33.245,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
12,20674.34383,20556.0,5060.320418,E01,18.284000000000002,1075.649167,265.264977,2763,E01,6059,34.19516667,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
13,2052.954699,1975.0,1018.283599,E07,33.4,1081.010667,140.38683909999997,2671,E07,6325,39.55666667,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
14,14485.50885,14089.0,4940.194309,F01,30.619,1087.235167,113.49024109999999,1977,F01,6326,45.78116667,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
15,2751.9283370000003,2569.0,1530.6173900000001,F07,25.659000000000002,1092.398333,124.9145825,1828,F07,6327,50.94433333,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
16,20163.12895,19951.0,4981.908992000001,E02,30.825,1076.366333,155.9773371,2753,E02,6059,34.91233333,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
17,2043.1368539999999,1975.0,1105.667481,E08,33.635999999999996,1081.979,136.4042699,2594,E08,6325,40.525,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
18,14368.66839,13919.5,4888.6716670000005,F02,28.846,1088.153,117.276472,1936,F02,6326,46.699,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
19,2780.196674,2623.0,1357.763667,F08,28.875999999999998,1093.23,106.347948,1744,F08,6327,51.776,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
20,19780.90269,19569.0,4896.836319,E03,31.013,1077.2925,160.1314597,2826,E03,6059,35.8385,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
21,2047.379802,2006.0,841.733176,E09,44.586999999999996,1082.963833,99.62517262,2525,E09,6325,41.50983333,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
22,14268.75905,13711.0,4848.620870000001,F03,24.039,1089.049167,151.03558930000003,2071,F03,6326,47.59516667,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
23,2770.3619989999997,2597.0,1482.064055,F09,27.941999999999997,1094.116167,108.69016040000001,1721,F09,6327,52.66216667,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
24,19818.90349,19566.0,4957.832401,E04,26.116,1078.222333,206.4068914,3067,E04,6059,36.76833333,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
25,2097.918864,2036.0,948.8962479,E10,41.262,1084.105167,105.08590190000001,2465,E10,6325,42.65116667,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
26,13946.91515,13365.0,4726.748272999999,F04,24.135,1089.841167,149.0112475,2027,F04,6326,48.38716667,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
27,2800.40119,2664.5,1143.599696,F10,24.561,1094.988,121.46627140000001,1680,F10,6327,53.534,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
28,18465.0688,18284.5,5101.849644,E05,32.043,1079.0539999999999,151.3136379,2776,E05,6059,37.6,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
29,2153.07376,2091.0,966.0136702,E11,45.04,1085.1985,91.78274064,2359,E11,6325,43.7445,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
30,13845.774309999999,13368.5,4684.020302,F05,28.519000000000002,1090.653333,116.1876689,1892,F05,6326,49.19933333,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
31,2928.019895,2783.0,1225.557842,F11,35.814,1095.811667,83.85260782,1709,F11,6327,54.35766667,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
32,15872.621119999998,15607.0,5149.47593,E06,35.443000000000005,1079.996833,138.30364630000003,2803,E06,6059,38.54283333,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
33,2261.14905,2185.0,783.0576423,E12,27.146,1086.3535,133.06111869999998,2053,E12,6325,44.8995,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
34,13078.36141,12622.0,4618.218016,F06,26.941,1091.539833,125.5959767,1923,F06,6326,50.08583333,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
35,3353.403624,3099.0,1560.640773,F12,62.199,1096.811333,51.60833215,1821,F12,6327,55.35733333,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
36,11162.887009999999,10646.0,4561.524046,A02,9.641,1042.003833,443.8952956,2425,A02,6059,0.5498333329999999,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
37,2848.7632550000003,2664.0,1254.931933,B02,13.073,1048.912167,364.17270049999996,2716,B02,6325,7.458166667,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
38,12129.6831,11417.0,4819.104025,C02,17.472,1056.83,294.6555578,2900,C02,6326,15.376,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
39,4318.120839,3830.0,2266.379218,D02,26.846999999999998,1065.737667,181.8301428,2764,D02,6327,24.28366667,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
40,5177.189316,3802.0,3833.167163,A03,9.392000000000001,1042.572333,446.9060351,2340,A03,6059,1.118333333,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
41,4205.7649280000005,3865.0,1912.694538,B03,11.762,1049.535833,397.89473680000003,2646,B03,6325,8.081833332999999,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
42,7388.866525,6734.0,3479.4104810000003,C03,20.857,1057.532,237.92321260000003,2832,C03,6326,16.078,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
43,6815.784801000001,6130.0,3331.801303,D03,29.749000000000002,1066.595,164.765081,2816,D03,6327,25.141,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
44,3795.719811,3477.0,2023.7349780000002,A04,10.171,1043.132167,436.3698984,2534,A04,6059,1.678166667,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
45,6968.507562000001,6421.0,2946.061625,B04,14.072000000000001,1050.130333,359.6003036,2843,B04,6325,8.676333332999999,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
46,6548.791117,6001.0,2960.5827280000003,C04,17.691,1058.276667,283.1597563,2882,C04,6326,16.82266667,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
47,7781.025269,7046.0,3665.8804020000002,D04,26.316999999999997,1067.491333,179.7235023,2691,D04,6327,26.03733333,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
48,2980.4068,2777.0,1644.5189380000002,A05,10.732999999999999,1043.699167,406.6363045,2500,A05,6059,2.245166667,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
49,9117.961328,8423.0,3894.022421,B05,11.981,1050.778333,424.77104230000003,2922,B05,6325,9.324333333,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
50,5019.509019,4487.0,2530.598626,C05,19.000999999999998,1058.974833,280.5742155,3049,C05,6326,17.52083333,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
51,8642.102095999999,7856.5,4015.0217009999997,D05,24.241999999999997,1068.336167,213.9137981,2958,D05,6327,26.88216667,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
52,2705.3685649999998,2539.0,1579.750105,A06,10.202,1044.273833,450.93211399999996,2564,A06,6059,2.819833333,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
53,10345.7512,9857.0,4179.77359,B06,14.571,1051.3905,347.9818486,2914,B06,6325,9.9365,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
54,4460.6022920000005,4086.0,2134.2096070000002,C06,19.547,1059.701667,256.9847362,2879,C06,6326,18.24766667,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
55,9566.816961,8896.0,4084.06912,D06,28.656999999999996,1069.146333,173.8329238,2830,D06,6327,27.69233333,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
56,2586.3121530000003,2389.0,1574.3832830000001,A07,10.732999999999999,1044.907333,409.6973641,2518,A07,6059,3.4533333330000002,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
57,10944.290840000001,10405.5,4446.845845000001,B07,13.790999999999999,1052.096667,345.39473680000003,2730,B07,6325,10.64266667,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
58,4409.730038000001,3932.0,2261.5441809999998,C07,21.903000000000002,1060.48,231.79232430000002,2893,C07,6326,19.026,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
59,9759.738467000001,9024.0,4346.061031,D07,29.485,1070.0710000000001,155.695376,2623,D07,6327,28.616999999999997,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
60,2652.008377,2429.0,1818.0730879999999,A08,10.452,1045.472167,420.07372649999996,2507,A08,6059,4.018166667,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
61,11239.22142,10582.0,4491.495568,B08,18.814,1052.737,272.77850839999996,2904,B08,6325,11.283,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
62,4219.09069,3837.0,2078.909062,C08,22.416999999999998,1061.241167,227.2443404,2911,C08,6326,19.78716667,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
63,9880.774399,9147.0,4339.751458,D08,29.189,1070.9745,159.16830969999998,2664,D08,6327,29.5205,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
64,2415.9805690000003,2250.0,1636.8077970000002,A09,7.6129999999999995,1046.048667,661.194385,2779,A09,6059,4.594666667,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
65,11325.40691,10739.0,4498.978635,B09,17.222,1053.458667,288.2406749,2836,B09,6325,12.00466667,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
66,4063.8521920000003,3658.0,2043.142566,C09,22.963,1062.0165,223.80228140000003,2943,C09,6326,20.5625,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
67,9682.67177,8927.0,4341.060745000001,D09,22.199,1071.8755,212.86066290000002,2678,D09,6327,30.4215,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
68,2521.93912,2374.0,1491.263501,A10,10.202,1046.569,439.49594339999993,2546,A10,6059,5.115,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
69,11879.073690000001,11415.5,4554.716901,B10,16.208,1054.151667,296.09426139999994,2714,B10,6325,12.69766667,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
