,FL1.Amean,FL1.Amedian,FL1.Asd,Position,atime,btime,conc,events,file,strain,time,treatment,strain_name
70,4088.991337,3661.0,2227.840687,C10,14.337,1062.811333,349.9030068,2886,C10,6326,21.35733333,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
71,10155.90065,9425.0,4403.390033,D10,33.135,1072.6395,137.3856002,2597,D10,6327,31.1855,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
0,15816.374459999999,15479.0,4561.758637,A01,3.156,496.5073333000001,0.0,2302,A01,6059,0.0,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
1,1872.6382579999997,1793.0,1157.54206,B01,5.038,504.04699999999997,0.0,2687,B01,6325,7.5396666670000005,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
2,13055.1732,12513.0,4589.38253,C01,7.79,512.3601666999999,0.0,2910,C01,6326,15.85283333,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
3,2502.611203,2353.0,1259.149253,D01,9.861,521.1565,0.0,3035,D01,6327,24.64916667,0.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
4,18164.170309999998,17981.0,4825.8310950000005,A11,4.93,502.70216669999996,0.0061,2513,A11,6059,6.194833332999999,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
5,1953.153025,1833.0,1439.452951,B11,7.7860000000000005,510.89333330000005,0.0061,2810,B11,6325,14.386,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
6,12922.43114,12370.0,4528.796550999999,C11,10.052,519.5463333,0.0061,3115,C11,6326,23.039,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
7,2627.1520219999998,2461.0,1524.89788,D11,11.927,529.2276667,0.0061,2868,D11,6327,32.72033333,0.006,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
8,18418.4602,18007.5,4852.485252,A12,6.0329999999999995,503.3405,0.0122,2588,A12,6059,6.833166667,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
9,1902.125512,1856.0,740.8271337,B12,7.815,511.6235,0.0122,2932,B12,6325,15.11616667,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
10,12698.813890000001,12133.0,4527.759816,C12,9.937000000000001,520.3078333000001,0.0122,3009,C12,6326,23.8005,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
11,2514.956143,2405.0,1177.84769,D12,10.505,530.0571666999999,0.0122,2873,D12,6327,33.54983333,0.012,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
12,17503.190319999998,17361.0,5054.750723,E01,9.464,530.8723333,0.0244,3121,E01,6059,34.365,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
13,2100.538298,2014.0,1044.5810119999999,E07,12.898,535.694,0.0244,2820,E07,6325,39.18666667,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
14,12514.40713,11980.0,4405.645105,F01,11.84,540.7136667000001,0.0244,2638,F01,6326,44.20633333,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
15,2632.4419399999997,2522.0,1264.857418,F07,14.259,545.915,0.0244,2618,F07,6327,49.40766667,0.024,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
16,18635.47779,18449.5,4727.935783,E02,10.775,531.6356666999999,0.0488,3062,E02,6059,35.12833333,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
17,2034.110394,1979.0,952.3215784,E08,11.130999999999998,536.5371667,0.0488,2790,E08,6325,40.02983333,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
18,12395.91726,11900.0,4194.455207,F02,10.994000000000002,541.5706667000001,0.0488,2236,F02,6326,45.06333333,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
19,2476.594502,2382.0,1026.888705,F08,12.033,546.8096667,0.0488,2328,F08,6327,50.30233333,0.049,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
20,18394.6945,18219.0,4854.290255,E03,10.885,532.4408333,0.0977,3293,E03,6059,35.9335,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
21,2052.889451,1993.0,897.8027026000001,E09,9.881,537.3530000000001,0.0977,2768,E09,6325,40.84566667,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
22,11736.38531,11218.5,4089.2980820000002,F03,11.020999999999999,542.4183333,0.0977,2764,F03,6326,45.911,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
23,2546.30228,2466.0,1119.878479,F09,13.827,547.6966667,0.0977,2544,F09,6327,51.18933333,0.098,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
24,18158.54806,17901.0,4873.602502000001,E04,10.693,533.2555,0.195,3173,E04,6059,36.74816667,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
25,2043.0786870000002,2000.0,844.8444440999999,E10,12.097000000000001,538.1453333,0.195,2834,E10,6325,41.638000000000005,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
26,11776.57771,11146.0,4148.9142679999995,F04,13.248,543.2433333,0.195,2728,F04,6326,46.736000000000004,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
27,2557.068872,2485.0,1036.162167,F10,12.732999999999999,548.615,0.195,2570,F10,6327,52.10766667,0.195,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
28,16272.08375,16040.0,4882.764797,E05,10.645,534.054,0.391,2997,E05,6059,37.54666667,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
29,2077.419789,2027.0,743.569442,E11,11.647,538.9988333,0.391,2749,E11,6325,42.4915,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
30,12186.13724,11769.0,4229.829371,F05,11.675,544.1353333,0.391,2390,F05,6326,47.628,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
31,2557.509219,2484.0,1031.788149,F11,15.08,549.5061667,0.391,2549,F11,6327,52.99883333,0.391,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
32,12234.75468,11621.5,4824.600936,E06,10.345,534.864,0.7809999999999999,2992,E06,6059,38.35666667,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
33,2156.818807,2075.0,1152.7533740000001,E12,13.455,539.8285,0.7809999999999999,2765,E12,6325,43.32116667,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
34,11086.33211,10464.0,3897.8202659999997,F06,14.707,544.9915,0.7809999999999999,2716,F06,6326,48.48416667,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
35,2634.7153940000003,2534.0,1166.1928289999998,F12,15.107999999999999,550.4215,0.7809999999999999,2579,F12,6327,53.91416667,0.7809999999999999,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
36,9274.510898,8469.0,4198.961316,A02,3.847,497.126,1.56,2294,A02,6059,0.6186666670000001,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
37,2365.066023,2271.0,885.9861123,B02,5.303,504.68566669999996,1.56,2590,B02,6325,8.178333333,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
38,11127.88594,10476.0,4171.038888,C02,7.983,513.0468333,1.56,2972,C02,6326,16.5395,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
39,3059.667919,2840.0,1697.835585,D02,11.16,521.9295,1.56,3195,D02,6327,25.42216667,1.5630000000000002,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
40,5251.324558,4680.0,2549.465855,A03,3.8510000000000004,497.7275,3.13,2431,A03,6059,1.220166667,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
41,3400.020111,3190.0,1478.059375,B03,5.972,505.329,3.13,2884,B03,6325,8.821666667,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
42,8956.445617,8245.0,3731.42366,C03,8.727,513.7485,3.13,3126,C03,6326,17.24116667,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
43,3962.8924490000004,3611.0,1885.684818,D03,11.024000000000001,522.7146667,3.13,3059,D03,6327,26.20733333,3.125,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
44,3769.120374,3415.0,1925.683557,A04,5.6979999999999995,498.2958333000001,6.25,2351,A04,6059,1.7885,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
45,4780.312389,4458.0,1985.5954649999999,B04,10.478,505.9805,6.25,2817,B04,6325,9.473166667000001,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
46,7139.513889,6642.0,2984.631921,C04,7.085,514.4516666999999,6.25,3024,C04,6326,17.94433333,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
47,5372.066078,4928.0,2421.0816019999997,D04,11.887,523.4996666999999,6.25,2830,D04,6327,26.99233333,6.25,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
48,2864.696616,2701.0,1254.6699859999999,A05,4.947,498.91900000000004,12.5,2482,A05,6059,2.411666667,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
49,6282.701838,5827.5,2610.075338,B05,5.89,506.68199999999996,12.5,2938,B05,6325,10.17466667,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
50,5641.348101,5155.5,2515.62181,C05,8.772,515.1631666999999,12.5,3002,C05,6326,18.65583333,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
51,6314.74207,5840.0,2678.963052,D05,10.987,524.3295,12.5,3121,D05,6327,27.82216667,12.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
52,2732.873041,2479.0,1857.374855,A06,3.9760000000000004,499.5356666999999,25.0,2489,A06,6059,3.028333333,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
53,6830.539959000001,6381.0,2734.651877,B06,5.952999999999999,507.3705,25.0,2928,B06,6325,10.86316667,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
54,4724.383578,4338.5,2140.757497,C06,8.154,515.8885,25.0,3264,C06,6326,19.38116667,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
55,7111.955569,6550.5,3049.290621,D06,10.469000000000001,525.1376667,25.0,3196,D06,6327,28.63033333,25.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
56,2599.329213,2458.0,1484.9257599999999,A07,4.86,500.2143333000001,37.5,2427,A07,6059,3.707,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
57,7149.468047,6692.0,2961.388766,B07,5.8,508.1203333000001,37.5,2801,B07,6325,11.613,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
58,4726.0699509999995,4346.0,2199.005528,C07,8.12,516.6796667,37.5,3045,C07,6326,20.17233333,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
59,7411.740998,6877.0,3098.12698,D07,10.332,525.9695,37.5,3027,D07,6327,29.46216667,37.5,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
60,2627.278325,2469.0,1329.879441,A08,4.239,500.83216669999996,50.0,2436,A08,6059,4.324833333,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
61,7457.972231999999,7020.0,2976.422261,B08,5.939,508.81883330000005,50.0,2809,B08,6325,12.3115,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
62,4423.450656,4072.0,1902.844007,C08,7.843999999999999,517.3815,50.0,3202,C08,6326,20.87416667,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
63,7550.807814,7029.5,3112.3558199999998,D08,9.356,526.7495,50.0,3148,D08,6327,30.24216667,50.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
64,2867.783085,2629.5,1874.7902219999999,A09,4.133,501.44233330000003,75.0,2554,A09,6059,4.935,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
65,7644.569205,7145.0,3028.916709,B09,7.104,509.5116666999999,75.0,2955,B09,6325,13.00433333,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
66,4305.644504,3947.0,1883.137798,C09,9.142999999999999,518.1166667,75.0,2993,C09,6326,21.60933333,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
67,7607.930743000001,7007.0,3156.697249,D09,12.200999999999999,527.5295,75.0,3191,D09,6327,31.02216667,75.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
68,2508.777647,2349.5,1516.577576,A10,5.15,502.064,100.0,2550,A10,6059,5.556666667000001,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W10"
69,7801.691697,7285.0,3124.905452,B10,6.166,510.2085,100.0,3023,B10,6325,13.70116667,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD8-pGALZ4-URGR-W8"
70,4174.973428,3779.0,2021.716248,C10,9.832,518.8611666999999,100.0,3086,C10,6326,22.35383333,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD8-pGALZ4-URGR-W5,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8"
71,7828.949740999999,7239.5,3262.092203,D10,13.265999999999998,528.369,100.0,3084,D10,6327,31.86166667,100.0,"pMOD6-pGRR-W10-yeGFP, pMOD4-dcas9-mxi1,pMOD-HOKan-pACT1-ZEV4,pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,pMOD6-pGRR-W5-RGR-W8, pMOD-HOKan-pGRR-W17-RGR-W5,pMOD8-pGALZ4-URGR-W17"
